Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","702","Singapore","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","702","Singapore","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","702","Singapore","6132","Value","210011","Number of people undernourished (million) (3-year average)","20192021","2019-2021","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","702","Singapore","6132","Value","210011","Number of people undernourished (million) (3-year average)","20202022","2020-2022","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","702","Singapore","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","0.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","1.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","%","1.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","%","0.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","%","1.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","%","1.4","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","%","0.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","%","2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","1.4","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","0.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","1.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","%","0.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","%","0.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","%","1.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","0.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","0.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","0.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","1.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","1.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20142016","2014-2016","%","0.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20142016","2014-2016","%","<0.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20142016","2014-2016","%","1.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20152017","2015-2017","%","1.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20152017","2015-2017","%","0.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20152017","2015-2017","%","1.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20162018","2016-2018","%","1.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20162018","2016-2018","%","0.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20162018","2016-2018","%","2.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","1.4","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","0.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","1.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","%","0.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","%","<0.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","%","1.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","0.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","<0.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","1.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","2.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20142016","2014-2016","%","1.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20142016","2014-2016","%","0.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20142016","2014-2016","%","1.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20152017","2015-2017","%","1.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20152017","2015-2017","%","0.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20152017","2015-2017","%","1.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","%","1.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","%","0.8","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","%","1.8","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","1.4","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","0.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","%","1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","%","0.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","%","1.4","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","0.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","0.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","0.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","1.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","1.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","1.8","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20142016","2014-2016","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61321","Confidence interval: Lower bound","210071","Number of severely food insecure people (million) (3-year average)","20142016","2014-2016","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61322","Confidence interval: Upper bound","210071","Number of severely food insecure people (million) (3-year average)","20142016","2014-2016","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20152017","2015-2017","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61321","Confidence interval: Lower bound","210071","Number of severely food insecure people (million) (3-year average)","20152017","2015-2017","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61322","Confidence interval: Upper bound","210071","Number of severely food insecure people (million) (3-year average)","20152017","2015-2017","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20162018","2016-2018","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61321","Confidence interval: Lower bound","210071","Number of severely food insecure people (million) (3-year average)","20162018","2016-2018","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61322","Confidence interval: Upper bound","210071","Number of severely food insecure people (million) (3-year average)","20162018","2016-2018","million No","0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61321","Confidence interval: Lower bound","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61322","Confidence interval: Upper bound","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20182020","2018-2020","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61321","Confidence interval: Lower bound","210071","Number of severely food insecure people (million) (3-year average)","20182020","2018-2020","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61322","Confidence interval: Upper bound","210071","Number of severely food insecure people (million) (3-year average)","20182020","2018-2020","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20192021","2019-2021","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61321","Confidence interval: Lower bound","210071","Number of severely food insecure people (million) (3-year average)","20192021","2019-2021","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61322","Confidence interval: Upper bound","210071","Number of severely food insecure people (million) (3-year average)","20192021","2019-2021","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61321","Confidence interval: Lower bound","210071","Number of severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61322","Confidence interval: Upper bound","210071","Number of severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20142016","2014-2016","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61321","Confidence interval: Lower bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20142016","2014-2016","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61322","Confidence interval: Upper bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20142016","2014-2016","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20152017","2015-2017","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61321","Confidence interval: Lower bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20152017","2015-2017","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61322","Confidence interval: Upper bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20152017","2015-2017","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20162018","2016-2018","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61321","Confidence interval: Lower bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20162018","2016-2018","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61322","Confidence interval: Upper bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20162018","2016-2018","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61321","Confidence interval: Lower bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61322","Confidence interval: Upper bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20182020","2018-2020","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61321","Confidence interval: Lower bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20182020","2018-2020","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61322","Confidence interval: Upper bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20182020","2018-2020","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20192021","2019-2021","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61321","Confidence interval: Lower bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20192021","2019-2021","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61322","Confidence interval: Upper bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20192021","2019-2021","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61321","Confidence interval: Lower bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61322","Confidence interval: Upper bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20142016","2014-2016","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61321","Confidence interval: Lower bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20142016","2014-2016","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61322","Confidence interval: Upper bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20142016","2014-2016","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20152017","2015-2017","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61321","Confidence interval: Lower bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20152017","2015-2017","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61322","Confidence interval: Upper bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20152017","2015-2017","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20162018","2016-2018","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61321","Confidence interval: Lower bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20162018","2016-2018","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61322","Confidence interval: Upper bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20162018","2016-2018","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61321","Confidence interval: Lower bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61322","Confidence interval: Upper bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20182020","2018-2020","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61321","Confidence interval: Lower bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20182020","2018-2020","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61322","Confidence interval: Upper bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20182020","2018-2020","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20192021","2019-2021","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61321","Confidence interval: Lower bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20192021","2019-2021","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61322","Confidence interval: Upper bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20192021","2019-2021","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61321","Confidence interval: Lower bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","61322","Confidence interval: Upper bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","702","Singapore","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","","1.25","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","702","Singapore","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","","0.88","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","702","Singapore","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","","1.09","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","702","Singapore","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2005","2005","","1.15","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","702","Singapore","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2006","2006","","1.25","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","702","Singapore","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2007","2007","","1.17","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","702","Singapore","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","","1.34","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","702","Singapore","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2009","2009","","1.18","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","702","Singapore","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2010","2010","","1.17","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","702","Singapore","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2011","2011","","1.19","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","702","Singapore","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2012","2012","","1.37","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","702","Singapore","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2013","2013","","1.38","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","702","Singapore","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2014","2014","","1.19","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","702","Singapore","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2015","2015","","1.31","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","702","Singapore","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2016","2016","","1.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","702","Singapore","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","1.62","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","702","Singapore","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","1.49","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","702","Singapore","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","1.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","702","Singapore","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","1.46","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","702","Singapore","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","1.49","X","Figure from international organizations",""
